id,image,label,label_name,pair_type,weight,source,reviewed_by,timestamp
1854,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3546da.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:35.280959
1858,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3574de.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:23:16.252684
1875,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_35fd72.jpg,5,street,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:16:23.557366
1946,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_38eb75.jpg,5,street,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:16:21.469536
1961,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_39a3d8.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:00.045176
2047,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3d0827.jpg,4,sea,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:22:01.109179
2060,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3d7ab2.jpg,4,sea,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:23:20.001118
2105,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3f2df9.jpg,4,sea,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:21:34.365333
2110,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3f732f.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:21:08.933136
2144,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_40aa71.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:22:08.645216
2174,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_423f9d.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:18:24.429299
2197,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_434c16.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:23:15.028825
2231,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4475ae.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:22:55.800833
2256,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_456bd0.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:43.209188
2263,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_45c9af.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:16:30.945171
2286,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_46f7da.jpg,1,forest,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:23:56.928772
2306,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_47cbf6.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:21:35.749072
2402,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4c09f2.jpg,4,sea,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:18:47.137438
2415,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4c3fd9.jpg,0,buildings,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T17:19:13.486103
2444,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4d71c7.jpg,4,sea,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:25:14.612911
2462,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4e1e1c.jpg,3,mountain,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:16:55.717475
2497,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5023d2.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:16:45.485188
2520,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_50fbad.jpg,3,mountain,forest_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:18:30.197463
2529,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_513811.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T17:18:46.006571
2563,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_52c62d.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:21:03.021234
2583,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_53901b.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:18:58.005108
2622,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_55274d.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:42.385313
2627,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_55438b.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:25:26.224608
2663,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_56b498.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:24:32.717047
2674,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_573c5e.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:24:50.832894
2699,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_58531a.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:19:12.305094
2701,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5892b5.jpg,3,mountain,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:19:00.917061
2781,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5bcf18.jpg,5,street,forest_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:05.125217
2802,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5cae1b.jpg,5,street,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:22:17.105288
2846,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5e473d.jpg,5,street,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:20:05.901252
2903,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_60de7a.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:23:07.349014
2959,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_62917f.jpg,5,street,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:15:19.405615
2985,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_63ad99.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:23:13.757111
3006,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_646aea.jpg,3,mountain,forest_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:18:35.301533
3034,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6583d6.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:20:45.529254
3083,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_67d85e.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:22:54.744983
3109,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_68b194.jpg,3,mountain,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:19:52.129221
3114,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_68d63d.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:20:49.256742
3149,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6a3a79.jpg,4,sea,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:21:37.293023
3163,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6aabf4.jpg,1,forest,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:17:35.745739
3223,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6d390d.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:17:09.473635
3263,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6ec2b6.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:19:14.953037
3266,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6ed9a2.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:16:39.809447
3306,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_70c77f.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:19:07.969066
3352,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_72d495.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:25:45.060897
3399,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_749ef5.jpg,5,street,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:20:32.181304
3464,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_77b318.jpg,4,sea,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:18:53.109192
3511,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_799aed.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:17:20.021470
3515,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_79b407.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:17:39.073571
3549,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7adf39.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:22:07.197194
3610,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7db3a0.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:21:16.977219
3628,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7e5a51.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:23:10.548988
3728,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_81e596.jpg,4,sea,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:25:21.528809
3751,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_830a1c.jpg,4,sea,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:25:02.841033
3762,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_83a893.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:18:59.017304
3778,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_84330f.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:24:08.164759
3798,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_853f34.jpg,5,street,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:25:06.853006
3818,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_85bb64.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T17:19:03.393860
3845,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8706b3.jpg,2,glacier,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:17:11.345344
3872,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_884109.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:21:06.596830
3959,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8c747e.jpg,2,glacier,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T17:18:40.661997
3984,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8d6720.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:21:39.841099
3997,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8dd68d.jpg,1,forest,forest_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:24:36.516880
4012,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8eab7f.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T17:18:43.630028
4029,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8f87f4.jpg,3,mountain,forest_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:23:06.265192
4034,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8fab8a.jpg,4,sea,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:25:16.244859
4084,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_921e1e.jpg,5,street,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:20:08.951052
4129,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_944b09.jpg,3,mountain,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:19:45.169496
4136,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94888a.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T17:18:36.498256
4144,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94d7e4.jpg,0,buildings,forest_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:20:24.593010
4170,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_95b695.jpg,4,sea,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:24:56.400351
4235,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_98a055.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:44.417196
4310,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9bfe2e.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:22:40.276899
4322,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9c7fcc.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:18:27.997189
4350,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9e08b9.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:23:11.500561
4407,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a09fb2.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:21:09.813040
4480,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a3e6b3.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:16:44.505378
4560,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a6f139.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:16:51.269032
4571,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a74578.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:22:59.201069
4605,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a8bf74.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:18:55.381286
4657,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_aa48d9.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:25:44.308850
4682,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ab2f2f.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:24:27.252851
4707,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ac4f6f.jpg,4,sea,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:17:14.825462
4714,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ac97fc.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:19:25.949105
4772,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_af85ad.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:23:08.389197
4838,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b229a3.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:16:15.585781
4847,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b29d02.jpg,5,street,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T17:18:04.714047
4872,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b3b7f6.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:25:20.516697
4917,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b54f28.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:21:52.744748
4977,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b7f006.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:21:13.049088
5016,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b98fd9.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:17:37.937272
5036,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_baa581.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:15:57.821623
5058,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bb95e1.jpg,0,buildings,buildings_street,1.0,human_reviewed,expert_human,2026-09-05T18:16:46.225300
5091,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bd58b1.jpg,4,sea,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:24:46.996830
5159,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c04f70.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:24:22.185074
5163,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c0690f.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:24:49.973507
5202,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c27405.jpg,3,mountain,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:18:38.401445
5247,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c45487.jpg,2,glacier,glacier_sea,1.0,human_reviewed,expert_human,2026-09-05T18:23:02.708935
5331,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c7df54.jpg,3,mountain,forest_mountain,1.0,human_reviewed,expert_human,2026-09-05T17:18:00.889954
5390,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cac25d.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:22:36.613084
5417,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cbaac9.jpg,2,glacier,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T17:18:14.749400
5422,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cc00a7.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:06.277226
5424,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cc0870.jpg,3,mountain,glacier_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:19:34.325623
5501,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cfd9d6.jpg,0,buildings,forest_mountain,1.0,human_reviewed,expert_human,2026-09-05T18:22:02.404970
