id,image,filename,label,weight,pred_seed42,conf_seed42,pred_seed43,conf_seed43,pred_seed44,conf_seed44,min_conf,mean_conf,source
772,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_07ad07.jpg,pool_07ad07.jpg,1,1.0,1,0.9475321173667908,1,0.9670798182487488,1,0.9525737166404724,0.9475321173667908,0.955728550752004,scratch_consensus
813,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0961a5.jpg,pool_0961a5.jpg,5,1.0,5,0.9810081124305725,5,0.9772311449050903,5,0.970858633518219,0.970858633518219,0.9763659636179606,scratch_consensus
823,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0a0702.jpg,pool_0a0702.jpg,1,1.0,1,0.9490500688552856,1,0.9563984274864197,1,0.922829806804657,0.922829806804657,0.9427594343821207,scratch_consensus
827,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0a4e74.jpg,pool_0a4e74.jpg,1,1.0,1,0.9343838095664978,1,0.9291788339614868,1,0.9007119536399841,0.9007119536399841,0.9214248657226562,scratch_consensus
840,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0ac7aa.jpg,pool_0ac7aa.jpg,5,1.0,5,0.9585657119750977,5,0.9076115489006042,5,0.9027766585350037,0.9027766585350037,0.9229846398035685,scratch_consensus
852,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0b3962.jpg,pool_0b3962.jpg,5,1.0,5,0.9500964879989624,5,0.9104521870613098,5,0.9278092980384827,0.9104521870613098,0.929452657699585,scratch_consensus
873,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0c0243.jpg,pool_0c0243.jpg,1,1.0,1,0.9602342247962952,1,0.9337800145149231,1,0.949835479259491,0.9337800145149231,0.9479499061902364,scratch_consensus
875,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0c0704.jpg,pool_0c0704.jpg,0,1.0,0,0.9377803802490234,0,0.9786806106567383,0,0.900784432888031,0.900784432888031,0.9390818079312643,scratch_consensus
913,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0d6ed0.jpg,pool_0d6ed0.jpg,5,1.0,5,0.9081648588180542,5,0.9236786961555481,5,0.9188317060470581,0.9081648588180542,0.9168917536735535,scratch_consensus
916,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0da67b.jpg,pool_0da67b.jpg,5,1.0,5,0.9232513308525085,5,0.9154833555221558,5,0.9234343767166138,0.9154833555221558,0.920723021030426,scratch_consensus
927,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0e6022.jpg,pool_0e6022.jpg,5,1.0,5,0.9654634594917297,5,0.9636724591255188,5,0.9574910998344421,0.9574910998344421,0.9622090061505636,scratch_consensus
929,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0e79c8.jpg,pool_0e79c8.jpg,1,1.0,1,0.9277220964431763,1,0.9463499784469604,1,0.9414339661598206,0.9277220964431763,0.9385020136833191,scratch_consensus
948,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0f420b.jpg,pool_0f420b.jpg,1,1.0,1,0.9588330388069153,1,0.9484274983406067,1,0.9407454133033752,0.9407454133033752,0.9493353168169657,scratch_consensus
961,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0f9bd1.jpg,pool_0f9bd1.jpg,3,1.0,3,0.9035943746566772,3,0.9153029918670654,3,0.926171064376831,0.9035943746566772,0.9150228103001913,scratch_consensus
966,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0fef88.jpg,pool_0fef88.jpg,2,1.0,2,0.9440392255783081,2,0.90105801820755,2,0.9834508895874023,0.90105801820755,0.9428493777910868,scratch_consensus
969,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_10129c.jpg,pool_10129c.jpg,1,1.0,1,0.9363582730293274,1,0.9563368558883667,1,0.9466169476509094,0.9363582730293274,0.9464373588562012,scratch_consensus
985,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_10e45a.jpg,pool_10e45a.jpg,3,1.0,3,0.9524517059326172,3,0.9432995319366455,3,0.971549391746521,0.9432995319366455,0.9557668765385946,scratch_consensus
992,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1155b3.jpg,pool_1155b3.jpg,5,1.0,5,0.935412585735321,5,0.9266694188117981,5,0.9347548484802246,0.9266694188117981,0.9322789510091146,scratch_consensus
1000,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_118af8.jpg,pool_118af8.jpg,1,1.0,1,0.9525322914123535,1,0.953561007976532,1,0.9437187910079956,0.9437187910079956,0.9499373634656271,scratch_consensus
1035,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1294a2.jpg,pool_1294a2.jpg,1,1.0,1,0.9277727007865906,1,0.9046485424041748,1,0.9055572748184204,0.9046485424041748,0.9126595060030619,scratch_consensus
1037,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_129db7.jpg,pool_129db7.jpg,5,1.0,5,0.9569430947303772,5,0.9275330305099487,5,0.9295485615730286,0.9275330305099487,0.9380082289377848,scratch_consensus
1039,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_12bae4.jpg,pool_12bae4.jpg,1,1.0,1,0.9262632727622986,1,0.9255416393280029,1,0.9157881736755371,0.9157881736755371,0.9225310285886129,scratch_consensus
1049,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1323e3.jpg,pool_1323e3.jpg,1,1.0,1,0.9509115815162659,1,0.9528791904449463,1,0.9492212533950806,0.9492212533950806,0.9510040084520975,scratch_consensus
1050,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_13399c.jpg,pool_13399c.jpg,3,1.0,3,0.9230475425720215,3,0.9171854853630066,3,0.9434170722961426,0.9171854853630066,0.9278833667437235,scratch_consensus
1060,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_13cc6a.jpg,pool_13cc6a.jpg,1,1.0,1,0.9537591338157654,1,0.9460494518280029,1,0.9214778542518616,0.9214778542518616,0.9404288132985433,scratch_consensus
1068,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_14092c.jpg,pool_14092c.jpg,2,1.0,2,0.9466506242752075,2,0.9003514051437378,2,0.9732436537742615,0.9003514051437378,0.9400818943977356,scratch_consensus
1079,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_143ed3.jpg,pool_143ed3.jpg,1,1.0,1,0.9385061264038086,1,0.9372055530548096,1,0.9388309121131897,0.9372055530548096,0.9381808638572693,scratch_consensus
1083,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1454c5.jpg,pool_1454c5.jpg,3,1.0,3,0.9545267224311829,3,0.9550368189811707,3,0.9892521500587463,0.9545267224311829,0.9662718971570333,scratch_consensus
1097,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1520cb.jpg,pool_1520cb.jpg,1,1.0,1,0.9418199062347412,1,0.9389565587043762,1,0.9416229128837585,0.9389565587043762,0.9407997926076254,scratch_consensus
1105,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_159464.jpg,pool_159464.jpg,1,1.0,1,0.9358537197113037,1,0.9105901718139648,1,0.9034454226493835,0.9034454226493835,0.9166297713915507,scratch_consensus
1122,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_167647.jpg,pool_167647.jpg,5,1.0,5,0.945166826248169,5,0.9647932052612305,5,0.9643529057502747,0.945166826248169,0.9581043124198914,scratch_consensus
1127,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_16c280.jpg,pool_16c280.jpg,1,1.0,1,0.9435341358184814,1,0.9513947367668152,1,0.9347400069236755,0.9347400069236755,0.9432229598363241,scratch_consensus
1129,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_16c747.jpg,pool_16c747.jpg,1,1.0,1,0.9610084295272827,1,0.9481751322746277,1,0.9603066444396973,0.9481751322746277,0.9564967354138693,scratch_consensus
1154,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_17c41a.jpg,pool_17c41a.jpg,2,1.0,2,0.9252222180366516,2,0.9445658326148987,2,0.9341357350349426,0.9252222180366516,0.9346412618954977,scratch_consensus
1159,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_182225.jpg,pool_182225.jpg,1,1.0,1,0.9300605058670044,1,0.9030269384384155,1,0.9479215145111084,0.9030269384384155,0.9270029862721761,scratch_consensus
1212,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1a4c9d.jpg,pool_1a4c9d.jpg,1,1.0,1,0.9179395437240601,1,0.9279036521911621,1,0.9392091035842896,0.9179395437240601,0.9283507664998373,scratch_consensus
1221,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1ac07d.jpg,pool_1ac07d.jpg,1,1.0,1,0.9435648918151855,1,0.9351022839546204,1,0.9050759077072144,0.9050759077072144,0.9279143611590067,scratch_consensus
1222,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1ac09c.jpg,pool_1ac09c.jpg,1,1.0,1,0.9455739259719849,1,0.9031662344932556,1,0.9368967413902283,0.9031662344932556,0.9285456339518229,scratch_consensus
1225,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1ad056.jpg,pool_1ad056.jpg,1,1.0,1,0.9318806529045105,1,0.9495636820793152,1,0.9408543109893799,0.9318806529045105,0.9407662153244019,scratch_consensus
1235,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1b3c4b.jpg,pool_1b3c4b.jpg,3,1.0,3,0.9461179375648499,3,0.9447268843650818,3,0.9651398062705994,0.9447268843650818,0.9519948760668436,scratch_consensus
1246,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1c1232.jpg,pool_1c1232.jpg,1,1.0,1,0.9578981399536133,1,0.9472092390060425,1,0.9634801149368286,0.9472092390060425,0.9561958312988281,scratch_consensus
1247,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1c15d5.jpg,pool_1c15d5.jpg,0,1.0,0,0.9245851039886475,0,0.9093225598335266,0,0.9260649085044861,0.9093225598335266,0.9199908574422201,scratch_consensus
1252,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1c6352.jpg,pool_1c6352.jpg,0,1.0,0,0.931473970413208,0,0.9332426190376282,0,0.9082409739494324,0.9082409739494324,0.9243191878000895,scratch_consensus
1259,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1ca88b.jpg,pool_1ca88b.jpg,1,1.0,1,0.9103264212608337,1,0.904360294342041,1,0.9189374446868896,0.904360294342041,0.9112080534299215,scratch_consensus
1280,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1d77cc.jpg,pool_1d77cc.jpg,1,1.0,1,0.9287238121032715,1,0.9398074150085449,1,0.9335644841194153,0.9287238121032715,0.9340319037437439,scratch_consensus
1296,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1e22c9.jpg,pool_1e22c9.jpg,5,1.0,5,0.9340054988861084,5,0.9100011587142944,5,0.9172903895378113,0.9100011587142944,0.9204323490460714,scratch_consensus
1333,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1f8b0e.jpg,pool_1f8b0e.jpg,3,1.0,3,0.9369025826454163,3,0.9314321875572205,3,0.9679320454597473,0.9314321875572205,0.9454222718874613,scratch_consensus
1402,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2235d6.jpg,pool_2235d6.jpg,1,1.0,1,0.9348526000976562,1,0.9172043800354004,1,0.9522990584373474,0.9172043800354004,0.9347853461901346,scratch_consensus
1412,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2289af.jpg,pool_2289af.jpg,5,1.0,5,0.9550437927246094,5,0.9518080353736877,5,0.9656413197517395,0.9518080353736877,0.9574977159500122,scratch_consensus
1414,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_229d5c.jpg,pool_229d5c.jpg,5,1.0,5,0.9071993231773376,5,0.9753758907318115,5,0.9269992113113403,0.9071993231773376,0.9365248084068298,scratch_consensus
1443,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_241835.jpg,pool_241835.jpg,1,1.0,1,0.9316861629486084,1,0.9234638214111328,1,0.9234872460365295,0.9234638214111328,0.9262124101320902,scratch_consensus
1448,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_24465d.jpg,pool_24465d.jpg,1,1.0,1,0.9452476501464844,1,0.9155583381652832,1,0.951606810092926,0.9155583381652832,0.9374709328015646,scratch_consensus
1451,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_245d92.jpg,pool_245d92.jpg,1,1.0,1,0.947279691696167,1,0.9473147988319397,1,0.9378208518028259,0.9378208518028259,0.9441384474436442,scratch_consensus
1465,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_253f58.jpg,pool_253f58.jpg,1,1.0,1,0.9584496021270752,1,0.9662089943885803,1,0.9535050988197327,0.9535050988197327,0.9593878984451294,scratch_consensus
1477,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_25ce77.jpg,pool_25ce77.jpg,5,1.0,5,0.9747296571731567,5,0.9695714116096497,5,0.9766070246696472,0.9695714116096497,0.9736360311508179,scratch_consensus
1497,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_267cd4.jpg,pool_267cd4.jpg,1,1.0,1,0.9314577579498291,1,0.923700749874115,1,0.9351604580879211,0.923700749874115,0.9301063219706217,scratch_consensus
1506,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_26e719.jpg,pool_26e719.jpg,1,1.0,1,0.9394848942756653,1,0.9466506838798523,1,0.9383195638656616,0.9383195638656616,0.9414850473403931,scratch_consensus
1511,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_270bef.jpg,pool_270bef.jpg,1,1.0,1,0.90348219871521,1,0.9005612134933472,1,0.916234016418457,0.9005612134933472,0.9067591428756714,scratch_consensus
1517,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_273e5b.jpg,pool_273e5b.jpg,5,1.0,5,0.9354318976402283,5,0.9149583578109741,5,0.9162080883979797,0.9149583578109741,0.9221994479497274,scratch_consensus
1520,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_277c60.jpg,pool_277c60.jpg,5,1.0,5,0.9137334227561951,5,0.9472994208335876,5,0.9075297713279724,0.9075297713279724,0.9228542049725851,scratch_consensus
1532,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_284771.jpg,pool_284771.jpg,1,1.0,1,0.9080306887626648,1,0.9206503629684448,1,0.9117035269737244,0.9080306887626648,0.9134615262349447,scratch_consensus
1543,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_28f9ac.jpg,pool_28f9ac.jpg,1,1.0,1,0.9418778419494629,1,0.9187542796134949,1,0.9570913314819336,0.9187542796134949,0.9392411510149637,scratch_consensus
1546,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_29042e.jpg,pool_29042e.jpg,1,1.0,1,0.9521514177322388,1,0.9293896555900574,1,0.9050830006599426,0.9050830006599426,0.928874691327413,scratch_consensus
1549,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_29251d.jpg,pool_29251d.jpg,1,1.0,1,0.9493190050125122,1,0.9217032194137573,1,0.919813871383667,0.919813871383667,0.9302786986033121,scratch_consensus
1550,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_292ebf.jpg,pool_292ebf.jpg,1,1.0,1,0.9282011985778809,1,0.909102201461792,1,0.9326357245445251,0.909102201461792,0.923313041528066,scratch_consensus
1566,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_29dbda.jpg,pool_29dbda.jpg,5,1.0,5,0.9398502707481384,5,0.9260746240615845,5,0.9326549172401428,0.9260746240615845,0.9328599373499552,scratch_consensus
1573,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2a6272.jpg,pool_2a6272.jpg,1,1.0,1,0.9465360045433044,1,0.9088431000709534,1,0.9441683292388916,0.9088431000709534,0.9331824779510498,scratch_consensus
1586,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2af9c1.jpg,pool_2af9c1.jpg,1,1.0,1,0.9401649832725525,1,0.9249109029769897,1,0.9321187138557434,0.9249109029769897,0.9323982000350952,scratch_consensus
1614,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2c3242.jpg,pool_2c3242.jpg,1,1.0,1,0.9543273448944092,1,0.9681604504585266,1,0.9668134450912476,0.9543273448944092,0.9631004134813944,scratch_consensus
1623,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2c798e.jpg,pool_2c798e.jpg,5,1.0,5,0.936619222164154,5,0.9131377935409546,5,0.9259381294250488,0.9131377935409546,0.9252317150433859,scratch_consensus
1628,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2cb5c7.jpg,pool_2cb5c7.jpg,5,1.0,5,0.9727122187614441,5,0.9553515911102295,5,0.9417262077331543,0.9417262077331543,0.9565966725349426,scratch_consensus
1648,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2d539a.jpg,pool_2d539a.jpg,0,1.0,0,0.948173999786377,0,0.9427092671394348,0,0.9691171050071716,0.9427092671394348,0.9533334573109945,scratch_consensus
1652,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2d6eca.jpg,pool_2d6eca.jpg,1,1.0,1,0.9373056292533875,1,0.9437573552131653,1,0.9449753165245056,0.9373056292533875,0.9420127669970194,scratch_consensus
1653,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2d8087.jpg,pool_2d8087.jpg,1,1.0,1,0.9180412292480469,1,0.930363655090332,1,0.9261468052864075,0.9180412292480469,0.9248505632082621,scratch_consensus
1693,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2f3ca2.jpg,pool_2f3ca2.jpg,1,1.0,1,0.9354515075683594,1,0.9454158544540405,1,0.9231225252151489,0.9231225252151489,0.9346632957458496,scratch_consensus
1703,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2fa49a.jpg,pool_2fa49a.jpg,1,1.0,1,0.9179409742355347,1,0.9245729446411133,1,0.9416526556015015,0.9179409742355347,0.9280555248260498,scratch_consensus
1725,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3088d1.jpg,pool_3088d1.jpg,5,1.0,5,0.9432761669158936,5,0.9409471750259399,5,0.903629720211029,0.903629720211029,0.9292843540509542,scratch_consensus
1729,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_30b045.jpg,pool_30b045.jpg,1,1.0,1,0.9495747685432434,1,0.9618434309959412,1,0.9431939125061035,0.9431939125061035,0.9515373706817627,scratch_consensus
1734,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_30e5d7.jpg,pool_30e5d7.jpg,1,1.0,1,0.9448157548904419,1,0.9136041402816772,1,0.902945876121521,0.902945876121521,0.92045525709788,scratch_consensus
1750,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_319dfa.jpg,pool_319dfa.jpg,5,1.0,5,0.9470923542976379,5,0.9492457509040833,5,0.9418980479240417,0.9418980479240417,0.9460787177085876,scratch_consensus
1751,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_319e9d.jpg,pool_319e9d.jpg,1,1.0,1,0.9452422261238098,1,0.9336883425712585,1,0.9390314221382141,0.9336883425712585,0.9393206636110941,scratch_consensus
1771,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3249e3.jpg,pool_3249e3.jpg,1,1.0,1,0.9151563048362732,1,0.9333148002624512,1,0.9294500350952148,0.9151563048362732,0.9259737133979797,scratch_consensus
1774,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_326ab0.jpg,pool_326ab0.jpg,4,1.0,4,0.9115186929702759,4,0.9177455306053162,4,0.9102750420570374,0.9102750420570374,0.9131797552108765,scratch_consensus
1780,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_329179.jpg,pool_329179.jpg,1,1.0,1,0.9434687495231628,1,0.9594259262084961,1,0.9701265692710876,0.9434687495231628,0.9576737483342489,scratch_consensus
1781,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_32949d.jpg,pool_32949d.jpg,5,1.0,5,0.9337077736854553,5,0.939569890499115,5,0.9445781707763672,0.9337077736854553,0.9392852783203125,scratch_consensus
1804,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_33bb40.jpg,pool_33bb40.jpg,2,1.0,2,0.9411554336547852,2,0.9170066118240356,2,0.9609148502349854,0.9170066118240356,0.9396922985712687,scratch_consensus
